Device Information
******************************
Device Type:	   Temp&RH Logger
Firmware Ver:   4.20
ID:   TE0324080327
Start Delay:   0 min
Log Interval:   7200 sec
Description:      Temperature Recording
Note:
All times shown are based on UTC+2 and 24-Hour clock [MM/dd/yyyy HH:mm:ss]

Logging Summary
******************************
First Point: 	06/09/2025 17:44:45
Stop Time:      09/12/2025 15:44:45
Number of Points:      1140
Trip Length:      94d 22h 0m 0s 
Start Mode:      Button Start
Stop Mode:      USB Stop
Max:        33.0C/71.7%RH
Min:        21.8C/47.0%RH
Average:        27.0C/59.4%RH
MKT:27.5C

Marked Events
******************************
N/A

Alarm Condition    	 ,Alarm Delay    	 ,Alarm Type    	 ,First Point Time        	 ,Time of Violations        	 ,No. of Violations        	 ,Status
******************************,******************************,******************************,******************************,******************************
Over 60.0C,00:00:00,--,00/00/00 00:00:00,00:00:00,0,OK
Below -30.0C,00:00:00,--,00/00/00 00:00:00,00:00:00,0,OK

Over 85%,00:00:00,--,00/00/00 00:00:00,00:00:00,0,OK
Below 0%,00:00:00,--,00/00/00 00:00:00,00:00:00,0,OK


Date,Time,Temperature(C),Humidity(%RH)
08/17/2025,01:44:45, 30.9,52.0
08/17/2025,03:44:45, 30.5,53.2
08/17/2025,05:44:45, 30.0,54.8
08/17/2025,07:44:45, 29.7,55.5
08/17/2025,09:44:45, 29.5,55.3
08/17/2025,11:44:45, 29.6,54.9
08/17/2025,13:44:45, 29.9,54.2
08/17/2025,15:44:45, 30.3,53.8
08/17/2025,17:44:45, 30.7,53.5
08/17/2025,19:44:45, 30.9,53.6
08/17/2025,21:44:45, 30.4,47.0
08/17/2025,23:44:45, 30.1,54.2
08/18/2025,01:44:45, 29.8,55.5
08/18/2025,03:44:45, 29.4,54.6
08/18/2025,05:44:45, 28.9,53.4
08/18/2025,07:44:45, 28.4,54.0
08/18/2025,09:44:45, 28.5,54.1
08/18/2025,11:44:45, 29.1,54.3
08/18/2025,13:44:45, 29.5,54.6
08/18/2025,15:44:45, 29.9,54.6
08/18/2025,17:44:45, 30.3,54.1
08/18/2025,19:44:45, 30.4,54.0
08/18/2025,21:44:45, 30.1,49.6
08/18/2025,23:44:45, 29.8,50.7
08/19/2025,01:44:45, 29.5,53.3
08/19/2025,03:44:45, 29.1,54.5
08/19/2025,05:44:45, 28.7,54.7
08/19/2025,07:44:45, 28.3,55.3
08/19/2025,09:44:45, 28.3,55.5
08/19/2025,11:44:45, 28.4,55.3
08/19/2025,13:44:45, 28.7,54.5
08/19/2025,15:44:45, 29.1,54.3
08/19/2025,17:44:45, 29.5,54.1
08/19/2025,19:44:45, 29.5,54.4
08/19/2025,21:44:45, 29.3,52.4
08/19/2025,23:44:45, 29.1,53.8
08/20/2025,01:44:45, 28.8,54.6
08/20/2025,03:44:45, 28.5,56.8
08/20/2025,05:44:45, 28.3,58.6
08/20/2025,07:44:45, 28.1,59.5
08/20/2025,09:44:45, 28.0,59.0
08/20/2025,11:44:45, 28.0,58.7
08/20/2025,13:44:45, 28.2,58.2
08/20/2025,15:44:45, 28.3,58.9
08/20/2025,17:44:45, 28.2,59.2
08/20/2025,19:44:45, 28.2,61.2
08/20/2025,21:44:45, 27.9,62.1
08/20/2025,23:44:45, 27.5,62.7
08/21/2025,01:44:45, 27.2,62.7
08/21/2025,03:44:45, 26.9,62.3
08/21/2025,05:44:45, 26.6,62.5
08/21/2025,07:44:45, 26.4,62.5
08/21/2025,09:44:45, 26.2,62.9
08/21/2025,11:44:45, 26.1,63.3
08/21/2025,13:44:45, 26.2,62.1
08/21/2025,15:44:45, 26.2,61.9
08/21/2025,17:44:45, 26.1,62.3
08/21/2025,19:44:45, 25.9,62.5
08/21/2025,21:44:45, 25.7,62.6
08/21/2025,23:44:45, 25.3,61.7
08/22/2025,01:44:45, 25.0,60.9
08/22/2025,03:44:45, 24.6,61.0
08/22/2025,05:44:45, 24.3,61.7
08/22/2025,07:44:45, 24.1,61.7
08/22/2025,09:44:45, 23.8,62.3
08/22/2025,11:44:45, 24.0,61.9
08/22/2025,13:44:45, 24.4,61.8
08/22/2025,15:44:45, 24.8,61.9
08/22/2025,17:44:45, 25.2,61.7
08/22/2025,19:44:45, 25.2,61.9
08/22/2025,21:44:45, 25.3,62.3
08/22/2025,23:44:45, 25.2,62.9
08/23/2025,01:44:45, 25.1,63.8
08/23/2025,03:44:45, 24.8,64.4
08/23/2025,05:44:45, 24.5,64.5
08/23/2025,07:44:45, 24.2,64.3
08/23/2025,09:44:45, 24.2,64.3
08/23/2025,11:44:45, 24.3,63.7
08/23/2025,13:44:45, 24.7,63.5
08/23/2025,15:44:45, 25.0,63.6
08/23/2025,17:44:45, 25.3,63.6
08/23/2025,19:44:45, 25.4,64.1
08/23/2025,21:44:45, 25.2,65.9
08/23/2025,23:44:45, 25.0,66.3
08/24/2025,01:44:45, 24.7,66.1
08/24/2025,03:44:45, 24.5,65.4
08/24/2025,05:44:45, 24.2,63.7
08/24/2025,07:44:45, 24.0,63.9
08/24/2025,09:44:45, 23.8,63.7
08/24/2025,11:44:45, 23.8,63.8
08/24/2025,13:44:45, 23.9,64.0
08/24/2025,15:44:45, 23.8,64.1
08/24/2025,17:44:45, 23.7,65.0
08/24/2025,19:44:45, 23.6,64.8
08/24/2025,21:44:45, 23.5,65.6
08/24/2025,23:44:45, 23.4,66.3
08/25/2025,01:44:45, 23.3,66.8
08/25/2025,03:44:45, 23.1,67.1
08/25/2025,05:44:45, 22.8,67.0
08/25/2025,07:44:45, 22.6,67.2
08/25/2025,09:44:45, 22.6,66.7
08/25/2025,11:44:45, 22.8,65.9
08/25/2025,13:44:45, 23.1,65.7
08/25/2025,15:44:45, 23.5,65.9
08/25/2025,17:44:45, 23.8,65.7
08/25/2025,19:44:45, 24.0,65.8
08/25/2025,21:44:45, 24.0,66.3
08/25/2025,23:44:45, 24.0,67.1
08/26/2025,01:44:45, 23.9,67.7
08/26/2025,03:44:45, 23.7,67.6
08/26/2025,05:44:45, 23.4,67.1
08/26/2025,07:44:45, 23.2,67.1
08/26/2025,09:44:45, 23.1,67.2
08/26/2025,11:44:45, 23.4,66.8
08/26/2025,13:44:45, 23.8,66.7
08/26/2025,15:44:45, 24.1,66.5
08/26/2025,17:44:45, 24.5,65.9
08/26/2025,19:44:45, 24.7,66.1
08/26/2025,21:44:45, 24.8,66.7
08/26/2025,23:44:45, 24.8,68.0
08/27/2025,01:44:45, 24.8,69.0
08/27/2025,03:44:45, 24.6,69.7
08/27/2025,05:44:45, 24.4,69.7
08/27/2025,07:44:45, 24.3,69.7
08/27/2025,09:44:45, 24.2,68.6
08/27/2025,11:44:45, 24.4,68.3
08/27/2025,13:44:45, 24.8,68.5
08/27/2025,15:44:45, 25.1,68.5
08/27/2025,17:44:45, 25.3,68.9
08/27/2025,19:44:45, 25.4,69.0
08/27/2025,21:44:45, 25.4,69.9
08/27/2025,23:44:45, 25.3,70.8
08/28/2025,01:44:45, 25.3,71.7
08/28/2025,03:44:45, 25.2,71.5
08/28/2025,05:44:45, 25.1,71.3
08/28/2025,07:44:45, 24.9,71.2
08/28/2025,09:44:45, 24.9,70.8
08/28/2025,11:44:45, 24.9,70.2
08/28/2025,13:44:45, 25.2,70.4
08/28/2025,15:44:45, 25.5,69.5
08/28/2025,17:44:45, 25.6,69.4
08/28/2025,19:44:45, 25.2,67.7
08/28/2025,21:44:45, 25.2,68.0
08/28/2025,23:44:45, 25.0,68.3
08/29/2025,01:44:45, 24.8,68.6
08/29/2025,03:44:45, 24.4,68.4
08/29/2025,05:44:45, 24.1,68.5
08/29/2025,07:44:45, 23.8,68.9
08/29/2025,09:44:45, 23.8,69.2
08/29/2025,11:44:45, 23.8,68.8
08/29/2025,13:44:45, 24.2,68.5
08/29/2025,15:44:45, 24.6,68.8
08/29/2025,17:44:45, 24.9,67.9
08/29/2025,19:44:45, 24.9,65.2
08/29/2025,21:44:45, 24.5,59.0
08/29/2025,23:44:45, 24.2,59.2
08/30/2025,01:44:45, 23.9,60.4
08/30/2025,03:44:45, 23.8,62.4
08/30/2025,05:44:45, 23.5,63.6
08/30/2025,07:44:45, 23.3,64.2
08/30/2025,09:44:45, 23.0,63.8
08/30/2025,11:44:45, 23.0,64.1
08/30/2025,13:44:45, 23.3,63.7
08/30/2025,15:44:45, 23.5,63.3
08/30/2025,17:44:45, 23.6,64.8
08/30/2025,19:44:45, 23.6,64.8
08/30/2025,21:44:45, 23.5,65.2
08/30/2025,23:44:45, 23.3,65.4
08/31/2025,01:44:45, 23.0,64.7
08/31/2025,03:44:45, 22.6,64.4
08/31/2025,05:44:45, 22.3,63.9
08/31/2025,07:44:45, 21.9,63.9
08/31/2025,09:44:45, 21.8,63.8
08/31/2025,11:44:45, 21.9,64.0
08/31/2025,13:44:45, 22.4,64.0
08/31/2025,15:44:45, 22.9,63.7
08/31/2025,17:44:45, 23.4,63.6
08/31/2025,19:44:45, 23.5,64.0
08/31/2025,21:44:45, 23.6,64.5
08/31/2025,23:44:45, 23.6,65.8
09/01/2025,01:44:45, 23.5,66.1
09/01/2025,03:44:45, 23.3,64.3
09/01/2025,05:44:45, 23.0,64.5
09/01/2025,07:44:45, 22.7,64.1
09/01/2025,09:44:45, 22.6,63.9
09/01/2025,11:44:45, 22.7,64.0
09/01/2025,13:44:45, 23.2,63.8
09/01/2025,15:44:45, 23.7,63.8
09/01/2025,17:44:45, 24.0,64.3
09/01/2025,19:44:45, 24.1,64.6
09/01/2025,21:44:45, 24.1,65.2
09/01/2025,23:44:45, 24.0,65.0
09/02/2025,01:44:45, 23.8,65.4
09/02/2025,03:44:45, 23.7,65.0
09/02/2025,05:44:45, 23.5,65.8
09/02/2025,07:44:45, 23.3,66.3
09/02/2025,09:44:45, 23.1,66.4
09/02/2025,11:44:45, 23.1,66.0
09/02/2025,13:44:45, 23.2,65.7
09/02/2025,15:44:45, 23.4,65.5
09/02/2025,17:44:45, 23.6,65.4
09/02/2025,19:44:45, 23.6,65.9
09/02/2025,21:44:45, 23.6,66.9
09/02/2025,23:44:45, 23.3,67.3
09/03/2025,01:44:45, 23.1,67.1
09/03/2025,03:44:45, 22.8,66.6
09/03/2025,05:44:45, 22.4,65.1
09/03/2025,07:44:45, 22.1,65.0
09/03/2025,09:44:45, 22.0,65.6
09/03/2025,11:44:45, 22.2,65.5
09/03/2025,13:44:45, 22.5,65.4
09/03/2025,15:44:45, 22.9,65.4
09/03/2025,17:44:45, 23.3,65.4
09/03/2025,19:44:45, 23.5,65.8
09/03/2025,21:44:45, 23.6,66.6
09/03/2025,23:44:45, 23.5,66.9
09/04/2025,01:44:45, 23.3,66.8
09/04/2025,03:44:45, 23.0,66.5
09/04/2025,05:44:45, 22.8,66.3
09/04/2025,07:44:45, 22.5,66.1
09/04/2025,09:44:45, 22.4,66.5
09/04/2025,11:44:45, 22.6,66.5
09/04/2025,13:44:45, 23.0,66.3
09/04/2025,15:44:45, 23.6,66.2
09/04/2025,17:44:45, 24.1,66.0
09/04/2025,19:44:45, 24.3,66.2
09/04/2025,21:44:45, 24.4,66.4
09/04/2025,23:44:45, 24.3,66.2
09/05/2025,01:44:45, 24.1,65.7
09/05/2025,03:44:45, 23.9,65.8
09/05/2025,05:44:45, 23.7,65.4
09/05/2025,07:44:45, 23.5,66.1
09/05/2025,09:44:45, 23.4,66.2
09/05/2025,11:44:45, 23.5,65.6
09/05/2025,13:44:45, 23.9,65.2
09/05/2025,15:44:45, 24.4,65.1
09/05/2025,17:44:45, 24.8,65.5
09/05/2025,19:44:45, 25.0,65.8
09/05/2025,21:44:45, 25.0,66.0
09/05/2025,23:44:45, 24.8,62.0
09/06/2025,01:44:45, 24.2,58.4
09/06/2025,03:44:45, 23.8,58.1
09/06/2025,05:44:45, 23.4,58.6
09/06/2025,07:44:45, 22.9,59.3
09/06/2025,09:44:45, 22.9,60.3
09/06/2025,11:44:45, 22.9,59.7
09/06/2025,13:44:45, 23.4,60.0
09/06/2025,15:44:45, 23.9,59.6
09/06/2025,17:44:45, 24.4,59.3
09/06/2025,19:44:45, 24.5,59.3
09/06/2025,21:44:45, 24.4,58.3
09/06/2025,23:44:45, 24.2,57.7
09/07/2025,01:44:45, 23.8,58.4
09/07/2025,03:44:45, 23.4,58.7
09/07/2025,05:44:45, 23.0,59.6
09/07/2025,07:44:45, 22.6,60.2
09/07/2025,09:44:45, 22.5,60.2
09/07/2025,11:44:45, 22.6,60.3
09/07/2025,13:44:45, 23.1,60.3
09/07/2025,15:44:45, 23.5,60.2
09/07/2025,17:44:45, 23.9,60.4
09/07/2025,19:44:45, 24.1,61.1
09/07/2025,21:44:45, 24.2,61.1
09/07/2025,23:44:45, 24.1,62.7
09/08/2025,01:44:45, 23.9,63.6
09/08/2025,03:44:45, 23.5,63.3
09/08/2025,05:44:45, 23.2,63.0
09/08/2025,07:44:45, 22.8,63.6
09/08/2025,09:44:45, 22.7,63.7
09/08/2025,11:44:45, 22.9,63.3
09/08/2025,13:44:45, 23.3,63.3
09/08/2025,15:44:45, 23.7,63.5
09/08/2025,17:44:45, 24.0,63.6
09/08/2025,19:44:45, 24.2,63.8
09/08/2025,21:44:45, 24.2,64.3
09/08/2025,23:44:45, 24.2,65.7
09/09/2025,01:44:45, 24.1,66.8
09/09/2025,03:44:45, 24.0,67.3
09/09/2025,05:44:45, 23.9,67.7
09/09/2025,07:44:45, 23.7,67.6
09/09/2025,09:44:45, 23.7,67.0
09/09/2025,11:44:45, 23.8,66.3
09/09/2025,13:44:45, 23.8,67.6
09/09/2025,15:44:45, 24.0,67.2
09/09/2025,17:44:45, 24.1,67.2
09/09/2025,19:44:45, 24.2,67.1
09/09/2025,21:44:45, 24.1,68.0
09/09/2025,23:44:45, 24.1,69.3
09/10/2025,01:44:45, 24.0,69.2
09/10/2025,03:44:45, 23.8,69.2
09/10/2025,05:44:45, 23.6,69.1
09/10/2025,07:44:45, 23.5,69.3
09/10/2025,09:44:45, 23.4,69.9
09/10/2025,11:44:45, 23.3,69.5
09/10/2025,13:44:45, 23.3,69.1
09/10/2025,15:44:45, 23.3,69.3
09/10/2025,17:44:45, 23.4,68.4
09/10/2025,19:44:45, 23.4,68.4
09/10/2025,21:44:45, 23.3,69.6
09/10/2025,23:44:45, 23.1,69.1
09/11/2025,01:44:45, 22.9,68.8
09/11/2025,03:44:45, 22.7,67.9
09/11/2025,05:44:45, 22.3,67.0
09/11/2025,07:44:45, 22.0,66.8
09/11/2025,09:44:45, 21.9,67.1
09/11/2025,11:44:45, 22.0,67.2
09/11/2025,13:44:45, 22.4,66.9
09/11/2025,15:44:45, 22.8,66.7
09/11/2025,17:44:45, 23.3,66.5
09/11/2025,19:44:45, 23.5,67.0
09/11/2025,21:44:45, 23.6,67.1
09/11/2025,23:44:45, 23.5,63.7
09/12/2025,01:44:45, 23.3,61.8
09/12/2025,03:44:45, 23.0,61.9
09/12/2025,05:44:45, 22.7,61.9
09/12/2025,07:44:45, 22.3,61.9
09/12/2025,09:44:45, 22.3,63.3
09/12/2025,11:44:45, 22.4,63.8
09/12/2025,13:44:45, 22.8,63.8
09/12/2025,15:44:45, 23.3,63.9

